xyzDMxyzCountry,xyzDMxyzRequestYear,xyzDMxyzInterpolation,xyzDCxyzWelfareType,xyzDPxyzSI_MPM_EDUC,xyzDPxyzSI_MPM_EDUE,xyzDPxyzSI_MPM_ELEC,xyzDPxyzSI_MPM_IMPS,xyzDPxyzSI_MPM_IMPW,xyzDPxyzSI_MPM_POOR,xyzDPxyzSI_MPM_MDHC,survname,survey_coverage,comparable_spell
PAN,2021,FALSE,INC,.0242455,.0161971,.0476483,.0617666,.04484637,.0110826,.0244559,EH,N,2008-2023
PER,2010,FALSE,INC,.0593011,.0163463,.1216305,.1187825,.17706475,.0682377,.1043225,ENAHO,N,2004-2022
PER,2011,FALSE,INC,.0587822,.0147538,.1043564,.1073451,.17761524,.0650402,.0987124,ENAHO,N,2004-2022
PER,2012,FALSE,INC,.0581986,.0124376,.0881706,.1498771,.13465506,.0607855,.092245,ENAHO,N,2004-2022
PER,2013,FALSE,INC,.0563657,.0126596,.077099,.1451427,.12272283,.0539633,.0808221,ENAHO,N,2004-2022
PER,2014,FALSE,INC,.0578787,.0111889,.0675908,.1509225,.09986017,.0482481,.0719579,ENAHO,N,2004-2022
PER,2015,FALSE,INC,.0588594,.0109672,.0583715,.143163,.09755513,.0471855,.0680991,ENAHO,N,2004-2022
PER,2016,FALSE,INC,.0571823,.0096976,.0554983,.1434911,.08233354,.0459618,.0656025,ENAHO,N,2004-2022
PER,2017,FALSE,INC,.0569062,.0066669,.0489248,.1398012,.07981523,.0449706,.0634518,ENAHO,N,2004-2022
PER,2018,FALSE,INC,.056658,.0057338,.0448399,.121195,.06797411,.0356699,.0512128,ENAHO,N,2004-2022
PER,2019,FALSE,INC,.054029,.0079354,.0412701,.120668,.06249985,.0297708,.0455146,ENAHO,N,2004-2022
PER,2020,FALSE,INC,.0477487,.0119162,.0365894,.1147658,.0549806,.0582176,.0698518,ENAHO,N,2004-2022
PER,2021,FALSE,INC,.0536524,.0121012,.0414481,.1215935,.05256491,.0277309,.0412015,ENAHO,N,2004-2022
PER,2022,FALSE,INC,.0506335,.0070348,.0378886,.1299137,.05471977,.0265655,.0399544,ENAHO,N,2004-2022
PHL,2012,FALSE,INC,.050024,.060198,.1142825,.1872547,.11303795,.1093892,.1356856,FIES,N,2003-2021
PHL,2015,FALSE,INC,.0448657,.0440049,.090887,.1635287,.09667775,.0649045,.0862019,FIES,N,2003-2021
PHL,2018,FALSE,INC,.0375112,.0435387,.0667635,.079736,.06230452,.0299569,.0442937,FIES,N,2003-2021
PHL,2021,FALSE,INC,.0326049,.0365788,.0377658,.1441139,.04104623,.0299391,.0411231,FIES,N,2003-2021
PNG,2009,FALSE,CONS,.2221606,.0900362,.8210981,.7977661,.57412654,.3968331,.7108198,HIES,N,2009
PRT,2008,FALSE,INC,.0414081,,0,,0,.0013725,.042761,EU-SILC,N,2003-2021
PRT,2009,FALSE,INC,.038186,,0,,0,.001659,.039845,EU-SILC,N,2003-2021
PRT,2010,FALSE,INC,.0393496,,0,.0121863,.01333019,.0013646,.0406711,EU-SILC,N,2003-2021
PRT,2011,FALSE,INC,.0421302,,0,.0094404,.01147346,.0050804,.0472106,EU-SILC,N,2003-2021
PRT,2012,FALSE,INC,.0362575,,0,.0088957,.01130194,.0070321,.0431584,EU-SILC,N,2003-2021
PRT,2013,FALSE,INC,.0357423,,0,.0095461,.01337962,.0085519,.0442505,EU-SILC,N,2003-2021
PRT,2014,FALSE,INC,.0328164,,0,.0101415,.01492893,.0054567,.0382731,EU-SILC,N,2003-2021
PRT,2015,FALSE,INC,.0272755,,0,.0110114,.01322148,.0048239,.0320695,EU-SILC,N,2003-2021
PRT,2016,FALSE,INC,.0259225,,0,.0104337,.01189589,.0037464,.0296562,EU-SILC,N,2003-2021
PRT,2017,FALSE,INC,.0244185,,0,.0076998,.00905059,.004105,.0285156,EU-SILC,N,2003-2021
PRT,2018,FALSE,INC,.0226513,,0,.0065558,.0075508,.0029025,.0255539,EU-SILC,N,2003-2021
PRT,2019,FALSE,INC,.0152526,,0,.0056454,.0059012,.0014872,.0167351,EU-SILC,N,2003-2021
PRT,2020,FALSE,INC,.0146455,,0,,0,.0047229,.0181365,EU-SILC,N,2003-2021
PRT,2021,FALSE,INC,.0134252,,0,,0,.002265,.0156362,EU-SILC,N,2003-2021
PRY,2010,FALSE,INC,.0913386,.0460271,.0254716,.1767767,.17349006,.0545974,.0864722,EPH,N,2002-2022
PRY,2011,FALSE,INC,.079411,.0438982,.0170123,.1066404,.04476751,.0504801,.0597659,EPH,N,2002-2022
PRY,2012,FALSE,INC,.0811509,.0342897,.0159704,.1513794,.05593435,.0333131,.0504607,EPH,N,2002-2022
PRY,2013,FALSE,INC,.0678476,.0275576,.0063736,.1200832,.03757854,.0178793,.0307396,EPH,N,2002-2022
PRY,2014,FALSE,INC,.0777153,.0312814,.0092243,.1095133,.04023706,.0241389,.0390052,EPH,N,2002-2022
PRY,2015,FALSE,INC,.0604555,.0266661,.0048855,.118491,.03171636,.0189134,.0290378,EPH,N,2002-2022
PRY,2016,FALSE,INC,.0678724,.0299643,.0070867,.123872,.02901461,.0169429,.0277548,EPH,N,2002-2022
PRY,2017,FALSE,INC,.0595829,.0229694,.0046368,.1125262,.02401716,.0098144,.0179509,EPH,N,2002-2022
PRY,2018,FALSE,INC,.0631842,.0274569,.0028032,.1625958,.02826096,.0140669,.0260835,EPH,N,2002-2022
PRY,2019,FALSE,INC,.0628575,.0193157,.0028786,.1386455,.02113728,.0101151,.0180418,EPH,N,2002-2022
PRY,2020,FALSE,INC,.049144,.0199527,.0028892,.1206302,.01648133,.0081328,.0142141,EPH,N,2002-2022
PRY,2021,FALSE,INC,.0444717,.0199593,.0013481,.1038989,.01107492,.0068918,.0132132,EPH,N,2002-2022
PRY,2022,FALSE,INC,.0443097,.0165613,.0013291,.1003638,.01452383,.0132956,.0175979,EPH,N,2002-2022
PSE,2010,FALSE,CONS,.0376379,.0512407,.0044647,,,.000436,.0070814,PECS,N,2010-2016
PSE,2011,FALSE,CONS,.0322559,.0549165,.0032177,.0137638,.01954547,.0018904,.0047838,PECS,N,2010-2016
PSE,2016,FALSE,CONS,.0117705,.0578972,0,.0011705,.03224331,.0050272,.0062332,PECS,N,2010-2016
RUS,2010,FALSE,CONS,.0001896,.0128639,.0001651,.1053989,.0828444,.0008333,.0025734,HBS,N,1997-2020
RUS,2015,FALSE,CONS,.0020267,.0034894,.0448502,.1372529,.08340956,.0003634,.0345739,HBS,N,1997-2020
RUS,2019,FALSE,CONS,.0032746,.0034481,.0496637,.0789282,.08398999,.0003,.046561,HBS,N,1997-2020
RUS,2020,FALSE,CONS,.0090027,.0074955,.0513317,.0773119,.08615743,.0001016,.0501487,HBS,N,1997-2020
RWA,2013,FALSE,CONS,.3754569,.0433512,.8054634,.1502555,.25577746,.5374719,.5877445,EICV-IV,N,2000-2016
RWA,2016,FALSE,CONS,.3694976,.0425897,.6395106,.2812703,.2452093,.520068,.5737091,EICV-V,N,2000-2016
SDN,2014,FALSE,CONS,.4016288,.227155,.4853111,.9287606,.44901982,.1526228,.5254224,NBHS,N,2014
SEN,2011,FALSE,CONS,.411551,.5417682,.4704736,.2870005,.18207918,.4098437,.5658334,ESPS-II,N,2005-2011
SEN,2018,FALSE,CONS,.4196152,.3194275,.2656381,.3735124,.15215188,.0922257,.3230905,EHCVM,N,2018-2021
SEN,2021,FALSE,CONS,.9858099,.0023706,.2938013,.2965851,.13266439,.0992682,.235657,EHCVM,N,2018-2021
SLB,2012,FALSE,CONS,.0752736,.1353753,.5383372,.6596932,.34890075,.2656488,.418904,HIES,N,2012
SLE,2011,FALSE,CONS,.4249294,.0099372,.8769052,.5103362,.30345085,.3869813,.5763521,SLIHS,N,2003-2018
SLE,2018,FALSE,CONS,.2870064,.1865088,.6872665,.8716725,.33796116,.2603524,.540458,SLIHS,N,2003-2018
SLV,2010,FALSE,INC,.3524264,.0748051,.0848849,.1258777,.07774102,.0634563,.1296261,EHPM,N,2000-2022
SLV,2011,FALSE,INC,.3347945,.0655623,.0776749,.1222743,.06973457,.0534093,.1123226,EHPM,N,2000-2022
SLV,2012,FALSE,INC,.3139618,.0630857,.0658104,.1142333,.06134975,.0463715,.1003469,EHPM,N,2000-2022
SLV,2013,FALSE,INC,.3003751,.059746,.0484259,.1208811,.04750438,.0362473,.0842868,EHPM,N,2000-2022
SLV,2014,FALSE,INC,.2866713,.0552093,.0448767,.1128061,.04955128,.0344148,.0795701,EHPM,N,2000-2022
SLV,2015,FALSE,INC,.2868221,.0548466,.0424665,.1136168,.04781338,.0230885,.0672486,EHPM,N,2000-2022
SLV,2016,FALSE,INC,.2723031,.0506913,.038358,.1040745,.04441807,.0263298,.0663825,EHPM,N,2000-2022
SLV,2017,FALSE,INC,.2715042,.0485112,.0322137,.103645,.03987238,.021555,.0611907,EHPM,N,2000-2022
SLV,2018,FALSE,INC,.2472417,.0402134,.0260581,.0928709,.03752841,.0184277,.0506216,EHPM,N,2000-2022
SLV,2019,FALSE,INC,.2483785,.0389364,.0207446,.0942459,.03111239,.0140192,.0439375,EHPM,N,2000-2022
SLV,2021,FALSE,INC,.2515551,.0417239,.0167459,.0922317,.02952473,.0358619,.0625319,EHPM,N,2000-2022
SLV,2022,FALSE,INC,.2427649,.0299776,.014629,.1210485,.02628037,.033634,.0554999,EHPM,N,2000-2022
SSD,2016,FALSE,CONS,.3932687,.6219994,,.8811926,.13888889,.6732727,.848859,HFS-W3,N,2016
STP,2017,FALSE,CONS,.1082987,.0430486,.3126609,.6198848,.88257636,.1572355,.3967812,IOF,N,2017
SUR,2022,FALSE,CONS,.0703216,.0087406,.0031552,.0559906,.02421072,.0110431,.0212999,SSLC,N,2022
SVK,2008,FALSE,INC,.0005836,,0,,0,.0047147,.0052983,EU-SILC,N,2004-2021
SVK,2009,FALSE,INC,.0003039,,0,,0,.0049243,.0052282,EU-SILC,N,2004-2021
SVK,2010,FALSE,INC,.0011058,,0,.0141208,.00340662,.0049511,.0060568,EU-SILC,N,2004-2021
SVK,2011,FALSE,INC,.0016239,,0,.0110282,.00327594,.0048671,.006491,EU-SILC,N,2004-2021
SVK,2012,FALSE,INC,.0011734,,0,.0061395,.00269366,.0040093,.0051827,EU-SILC,N,2004-2021
SVK,2013,FALSE,INC,.0000629,,0,.0128581,.00652295,.0047552,.004818,EU-SILC,N,2004-2021
SVK,2014,FALSE,INC,0,,0,.0142398,.00758058,.0067545,.0067545,EU-SILC,N,2004-2021
SVK,2015,FALSE,INC,0,,0,.0142071,.00781159,.0091016,.0091016,EU-SILC,N,2004-2021
SVK,2016,FALSE,INC,0,,0,.015183,.00919203,.0154842,.0154842,EU-SILC,N,2004-2021
SVK,2017,FALSE,INC,0,,0,.0162614,.01075997,.0028434,.0028434,EU-SILC,N,2004-2021
SVK,2018,FALSE,INC,0,,0,.0176784,.01364652,.0020856,.0020856,EU-SILC,N,2004-2021
SVK,2019,FALSE,INC,.0000294,,0,.009618,.00740233,.0012903,.0013197,EU-SILC,N,2004-2021
SVK,2020,FALSE,INC,.0000827,,0,,0,.0022179,.0023006,EU-SILC,N,2004-2021
SVK,2021,FALSE,INC,.0000235,,0,,0,.0010947,.0011181,EU-SILC,N,2004-2021
SVN,2008,FALSE,INC,.0016496,,0,,0,.0000529,.0017024,EU-SILC,N,2004-2021
SVN,2009,FALSE,INC,.0013683,,0,,0,.0001364,.0015048,EU-SILC,N,2004-2021
SVN,2010,FALSE,INC,.0008587,,0,.0046217,.00612528,.0001268,.0009854,EU-SILC,N,2004-2021
SVN,2011,FALSE,INC,.0009715,,0,.0042052,.00546658,0,.0009715,EU-SILC,N,2004-2021
SVN,2012,FALSE,INC,.0008175,,0,.0045602,.00612414,.0002625,.00108,EU-SILC,N,2004-2021
SVN,2013,FALSE,INC,0,,0,.0055644,.00696136,.0002176,.0002176,EU-SILC,N,2004-2021
SVN,2014,FALSE,INC,0,,0,.0032617,.00488435,0,0,EU-SILC,N,2004-2021
SVN,2015,FALSE,INC,0,,0,.0034851,.00395391,.0000485,.0000485,EU-SILC,N,2004-2021
SVN,2016,FALSE,INC,0,,0,.0021021,.00258542,0,0,EU-SILC,N,2004-2021
SVN,2017,FALSE,INC,0,,0,.0015771,.00187239,0,0,EU-SILC,N,2004-2021
SVN,2018,FALSE,INC,0,,0,.0008533,.00116889,0,0,EU-SILC,N,2004-2021
SVN,2019,FALSE,INC,0,,0,.0014461,.00145855,0,0,EU-SILC,N,2004-2021
SVN,2020,FALSE,INC,0,,0,,0,0,0,EU-SILC,N,2004-2021
SVN,2021,FALSE,INC,0,,0,,0,0,0,EU-SILC,N,2004-2021
SWE,2008,FALSE,INC,.0059948,,0,0,.00610976,.0084458,.0134008,EU-SILC,N,2003-2021
SWE,2009,FALSE,INC,.0059427,,0,0,.00643342,.0079519,.0135,EU-SILC,N,2003-2021
SWE,2010,FALSE,INC,.0044438,,0,0,.00573121,.0084758,.0129196,EU-SILC,N,2003-2021
SWE,2011,FALSE,INC,.004606,,0,0,.00510271,.0085726,.0125125,EU-SILC,N,2003-2021
SWE,2012,FALSE,INC,.0082032,,0,0,.00599366,.0077193,.0145267,EU-SILC,N,2003-2021
SWE,2013,FALSE,INC,.0089085,,0,0,.0053314,.0086338,.0165871,EU-SILC,N,2003-2021
SWE,2014,FALSE,INC,.0064969,,0,0,.00695146,.0068562,.0130614,EU-SILC,N,2003-2021
SWE,2015,FALSE,INC,.007157,,0,0,.00117898,.0078465,.0140648,EU-SILC,N,2003-2021
SWE,2016,FALSE,INC,.01069,,0,.0001277,.00034748,.0049422,.0147934,EU-SILC,N,2003-2021
SWE,2017,FALSE,INC,.0094431,,0,0,.00071111,.0056409,.0133076,EU-SILC,N,2003-2021
SWE,2018,FALSE,INC,.0107564,,0,0,.00083784,.0097715,.0192315,EU-SILC,N,2003-2021
SWE,2019,FALSE,INC,.0195362,,0,0,.00072141,.0057905,.0248144,EU-SILC,N,2003-2021
SWE,2020,FALSE,INC,.0186975,,0,,0,.0060312,.0238066,EU-SILC,N,2003-2021
SWE,2021,FALSE,INC,.0109742,,0,,0,.0108898,.019476,EU-SILC,N,2003-2021
SWZ,2016,FALSE,CONS,.1066905,.0033145,.3571736,.4645199,.27939616,.3605918,.4084812,HIES,N,2000-2016
SYC,2013,FALSE,INC,.0056388,,.0135411,,.25055136,.0123606,.0205677,HBS,N,2013-2018
SYC,2018,FALSE,INC,.0037025,,0,.0018694,.05472386,.00511,.0088126,HBS,N,2013-2018
TCD,2011,FALSE,CONS,.6785707,.058661,.9725084,.9268437,.56048576,.3661673,.856784,ECOSIT-III,N,2003-2011
TCD,2018,FALSE,CONS,.6903195,.3491346,.8997619,.8695077,.34816185,.3088294,.7925816,EHCVM,N,2018-2022
TGO,2015,FALSE,CONS,.2657441,.160005,,.6041561,.40629105,.5469216,.6683564,QUIBB,N,2006-2015
TGO,2018,FALSE,CONS,.32717,.1401685,.4741578,.8362909,.25309783,.284348,.4653467,EHCVM,N,2018-2021
TGO,2021,FALSE,CONS,.3724105,.453667,.3210323,.7756074,.23682087,.2659183,.4865454,EHCVM,N,2018-2021
THA,2009,FALSE,CONS,.1492917,.0098597,.0104461,,,.0024473,.0151499,SES,N,2000-2013
THA,2012,FALSE,CONS,.1435884,.0072493,.0145459,.0034041,.00710866,.0011532,.0036755,SES,N,2000-2013
THA,2015,FALSE,CONS,.1540179,.0064882,.0012183,,,.0004654,.0031081,SES,N,2014-2021
THA,2016,FALSE,CONS,.1454531,.0063039,.0011933,.0034993,.01063755,.0003615,.0018718,SES,N,2014-2021
THA,2017,FALSE,CONS,.1481403,.0059656,.0008342,.0023244,.0094344,.0003713,.0014304,SES,N,2014-2021
THA,2018,FALSE,CONS,.1471062,.0055734,.0013113,.002151,.00820021,.0003213,.0018297,SES,N,2014-2021
THA,2019,FALSE,CONS,.1504039,.0050669,.000987,.0016627,.00940472,.0009504,.0022028,SES,N,2014-2021
THA,2020,FALSE,CONS,.134231,.0050333,.0008894,.0021513,.0046889,.0004667,.0016103,SES,N,2014-2021
THA,2021,FALSE,CONS,.1264191,.0049132,.0008667,.0018765,.00429123,.0001397,.0011249,SES,N,2014-2021
TJK,2015,FALSE,CONS,.0030958,.2681427,.0202712,.0351227,.39421773,.0611453,.0702416,HSITAFIEN,N,1999-2015
TLS,2014,FALSE,CONS,.2241992,.1836517,.2719739,.3957135,.22097057,.2444308,.3661059,TLSLS,N,2001-2014
TON,2015,FALSE,CONS,.0108134,.0130036,.0305436,.062788,.00093861,.0179102,.0182862,HIES,N,2009-2015
TON,2021,FALSE,CONS,.0012448,.0176319,.000254,.0610089,.00051944,.0001922,.0001922,HIES,N,2021
TUN,2010,FALSE,CONS,.2254629,.0304773,.0052874,.1133593,.05476943,.0149602,.04113,NSHBCSL,N,2005-2021
TUN,2015,FALSE,CONS,.2022307,.0213831,.0015149,.0653503,.02130487,.0014007,.0151974,NSHBCSL,N,2005-2021
TUN,2021,FALSE,CONS,.0650185,.0130704,.0018803,.0061329,.01606651,.0025495,.004113,NSHBCSL,N,2005-2021
TUR,2017,FALSE,INC,.0374217,0,0,.0512421,.00768727,.0030056,.0041395,SILC-C,N,2017-2021
TUR,2018,FALSE,INC,.0359699,0,0,.0453419,.00640255,.0035439,.0042516,SILC-C,N,2017-2021
TUR,2019,FALSE,INC,.0352013,0,0,.0413213,.00510912,.0045154,.0053787,SILC-C,N,2017-2021
TUR,2020,FALSE,INC,.0356286,0,0,.036564,.00410284,.004709,.0052242,SILC-C,N,2017-2021
TUR,2021,FALSE,INC,.0328578,0,0,.0301959,.00310492,.0044286,.0047308,SILC-C,N,2017-2021
TUV,2010,FALSE,CONS,.0454292,.0609304,.0919866,.1154173,.02356723,.0362535,.043096,HIES,N,2010
TWN,2010,FALSE,INC,.0130223,.0161619,0,0,,.0010469,.0010469,FIDES-LIS,N,1981-2021
TWN,2013,FALSE,INC,.0105017,.014559,0,0,,.0011127,.0011127,FIDES-LIS,N,1981-2021
TWN,2016,FALSE,INC,.0091845,.011605,0,0,,.0005323,.0005323,FIDES-LIS,N,1981-2021
TWN,2017,FALSE,INC,.0079499,.0127788,0,0,,.0002504,.0002504,FIDES-LIS,N,1981-2021
TWN,2018,FALSE,INC,.0084593,.0161636,0,0,,.0004818,.0004818,FIDES-LIS,N,1981-2021
TWN,2019,FALSE,INC,.0082328,.0106628,0,0,,.0006576,.0006576,FIDES-LIS,N,1981-2021
TWN,2020,FALSE,INC,.0088364,.0138717,0,0,,.0009303,.0009303,FIDES-LIS,N,1981-2021
TWN,2021,FALSE,INC,.0077066,.01157,0,0,,.0003475,.0003475,FIDES-LIS,N,1981-2021
TZA,2011,FALSE,CONS,.6060531,.2646731,.8427652,.4078855,.31770254,.4465546,.6534328,HBS,N,2000-2018
TZA,2018,FALSE,CONS,.1324461,.1946337,.4430355,.7154741,.29244055,.449422,.5458968,HBS,N,2000-2018
UGA,2012,FALSE,CONS,.479139,.1847681,.9111989,.7205899,.25972752,.3754404,.6570488,UNHS,N,2002-2019
UGA,2016,FALSE,CONS,.348024,.1400962,.6123356,.7756765,.22912424,.4286157,.5799206,UNHS,N,2002-2019
UGA,2019,FALSE,CONS,.3135565,.1176077,.4134578,.7114756,.23654183,.4211563,.5218017,UNHS,N,2002-2019
UKR,2019,FALSE,CONS,.0136013,,0,.1527665,0,0,.0136013,HLCS,N,2002-2020
UKR,2020,FALSE,CONS,.0164555,,0,.1241394,0,.0002883,.0167437,HLCS,N,2002-2020
URY,2010,FALSE,INC,.0438817,.0189224,.0068243,.0405926,.0083774,.0016912,.0035267,ECH,N,2006-2019
URY,2011,FALSE,INC,.0350551,.0178515,.0075115,.0411549,.01051342,.0013942,.0034433,ECH,N,2006-2019
URY,2012,FALSE,INC,.0311904,.0136764,.0035515,.0334144,.00750117,.0016939,.0028068,ECH,N,2006-2019
URY,2013,FALSE,INC,.0302161,.0135647,.0026825,.0337158,.00501242,.0017425,.0028942,ECH,N,2006-2019
URY,2014,FALSE,INC,.0304097,.012477,.0025072,.0328426,.00498458,.0015346,.0023254,ECH,N,2006-2019
URY,2015,FALSE,INC,.0275202,.010835,.002047,.0307394,.00492603,.0014977,.0021765,ECH,N,2006-2019
URY,2016,FALSE,INC,.0252253,.0099069,.002152,.0265403,.00477116,.0009227,.0013949,ECH,N,2006-2019
URY,2017,FALSE,INC,.0240563,.0081748,.0017066,.0253449,.00486126,.0006635,.0011694,ECH,N,2006-2019
URY,2018,FALSE,INC,.0219766,.0071498,.0013791,.022407,.0039095,.0005585,.0009316,ECH,N,2006-2019
URY,2019,FALSE,INC,.0199035,.007126,.0013579,.0240182,.00474422,.0010207,.0011956,ECH,N,2006-2019
URY,2021,FALSE,INC,.0185526,.0048204,.0002871,.0195398,.0059386,.0011215,.0014815,ECH-S2,N,2021
URY,2022,FALSE,INC,.0150317,.0025793,.0004271,.0177517,.00348843,.0015518,.0016137,ECH,N,2022
USA,2010,FALSE,INC,.0032352,,0,0,,.0106053,.0137145,CPS-ASEC-LIS,N,2002-2021
USA,2011,FALSE,INC,.0027743,,0,0,,.0099489,.0125877,CPS-ASEC-LIS,N,2002-2021
USA,2012,FALSE,INC,.0029832,,0,0,,.0103676,.0131793,CPS-ASEC-LIS,N,2002-2021
USA,2013,FALSE,INC,.0030226,,0,0,,.0098458,.0126875,CPS-ASEC-LIS,N,2002-2021
USA,2014,FALSE,INC,.0029401,,0,0,,.0123843,.015158,CPS-ASEC-LIS,N,2002-2021
USA,2015,FALSE,INC,.0025651,,0,0,,.0112714,.0137766,CPS-ASEC-LIS,N,2002-2021
USA,2016,FALSE,INC,.0022216,,0,0,,.0109452,.0130927,CPS-ASEC-LIS,N,2002-2021
USA,2017,FALSE,INC,.002043,,0,0,,.0120735,.0139805,CPS-ASEC-LIS,N,2002-2021
USA,2018,FALSE,INC,.0019445,,0,0,,.0104363,.0123344,CPS-ASEC-LIS,N,2002-2021
USA,2019,FALSE,INC,.0019081,,0,0,,.009505,.0113325,CPS-ASEC-LIS,N,2002-2021
USA,2020,FALSE,INC,.001758,,0,0,,.0032698,.0049918,CPS-ASEC-LIS,N,2002-2021
USA,2021,FALSE,INC,.0025631,,0,0,,.0031445,.0056553,CPS-ASEC-LIS,N,2002-2021
UZB,2022,FALSE,CONS,0,,.0012747,.2178688,.10693686,.0225309,.0225309,HBS,N,2022
VNM,2010,FALSE,CONS,.0666703,.0363612,.0186713,.3081959,.09971152,.0287048,.0529542,VHLSS,N,2010-2022
VNM,2012,FALSE,CONS,.0664161,.0204301,.0160264,.2758043,.08734904,.0166016,.038797,VHLSS,N,2010-2022
VNM,2014,FALSE,CONS,.0570465,.0210205,.0089311,.196291,.07086487,.0191205,.0332674,VHLSS,N,2010-2022
VNM,2016,FALSE,CONS,.0521842,.0174367,.0080438,.172443,.07355036,.0126348,.0253193,VHLSS,N,2010-2022
VNM,2018,FALSE,CONS,.046151,.0174344,.0040388,.1108118,.04723683,.0123144,.0199689,VHLSS,N,2010-2022
VNM,2020,FALSE,CONS,.038159,.016538,.0027499,.0691395,.02650778,.0065378,.0116467,VHLSS,N,2010-2022
VNM,2022,FALSE,CONS,.0338482,.0184141,.0007973,.041329,.01968127,.0096379,.0126618,VHLSS,N,2010-2022
VUT,2010,FALSE,CONS,.1801496,.1464146,.5479159,.2136546,.12670424,.1465042,.2466133,HIES,N,2010
VUT,2019,FALSE,CONS,.2572308,.1340428,.2699417,.4297009,.11813611,.0996333,.1989217,NSDP,N,2019
WSM,2013,FALSE,CONS,.0063237,.1283967,.0201574,.0088305,.00460822,.0115023,.0138273,HIES,N,2002-2013
XKX,2010,FALSE,CONS,.0032408,,.0106727,.1586147,.03933795,.0289436,.0419422,HBS,N,2003-2011
XKX,2016,FALSE,CONS,.0025984,.2157099,.001113,,,.007647,.0096577,HBS,N,2012-2017
XKX,2017,FALSE,CONS,.0052471,.2362796,.0019056,.0143715,.00738119,.0044024,.0075093,HBS,N,2012-2017
YEM,2014,FALSE,CONS,.1595056,.4450046,.338913,.4120591,.1401668,.1980276,.3541183,HBS,N,2005-2014
ZAF,2014,FALSE,CONS,.0226344,.0233869,.0409385,.3517148,.10361161,.2050129,.2171048,LCS,N,2005-2014
ZMB,2015,FALSE,CONS,.2437467,.303689,.6921385,.5997659,.34368798,.607931,.6640339,LCMS-VII,N,2010-2022
ZMB,2022,FALSE,CONS,.1626782,.2339835,.4513515,.3111347,.26849246,.6434197,.6579831,LCMS-VIII,N,2010-2022
ZWE,2017,FALSE,CONS,.0689323,.0310065,.3706222,.6763706,.22405361,.3440915,.3989789,PICES,N,2011-2019
ZWE,2019,FALSE,CONS,.0092701,.0598423,.3799479,.3828523,.19260145,.3975453,.4239793,PICES,N,2011-2019
